stateabbr,placename,placefips,tractfips,place_tractid,population2010,insurance,highbloodpressure,cancer,asthma,heartdisease,annualcheckups,smokes,mentalhealthissues,latitude,longitude,countyfips,State,StateAbbr,County,CountyFIPS,Asthma,AFHeartDisease,COPD,Depression,HeartFailure,Hypertension,CoronaryArtery,Psychotic,Stroke,TotalCost,tract,hpi,Place_TractID,SiteId,PM2.5_Exceptional,PM2.5_ExceedCount,PM2.5_Max,Ozone_Exceptional,Ozone_ExceedCount,Ozone_Max,sfcount
CA,Richmond,660620,6013356002,0660620-06013356002,875,7.6,26,5.4,8,3.7,69.7,9.5,9,37.95942985,-122.2522966,6013,California ,CA,Contra Costa ,6013,19477.736543,22711.079617,25739.062938,18236.522496,27799.568452,13534.709865,19629.286057,15427.686965,28285.995635,400649.40813249996,6013356002,973.15,0660620-06013356002,431,0,9,98.8,0,2,0.088,0
CA,Richmond,660620,6013367200,0660620-06013367200,279,16.1,35.5,5.7,11.4,6.5,70.5,17.2,15.2,37.96800164,-122.3261272,6013,California ,CA,Contra Costa ,6013,19477.736543,22711.079617,25739.062938,18236.522496,27799.568452,13534.709865,19629.286057,15427.686965,28285.995635,400649.40813249996,6013367200,1122.82,0660620-06013367200,431,0,9,98.8,0,2,0.088,0
CA,Richmond,660620,6013386000,0660620-06013386000,121,11.8,26,4.6,9.8,3.7,68.1,12.1,12.1,37.92124337,-122.3217484,6013,California ,CA,Contra Costa ,6013,19477.736543,22711.079617,25739.062938,18236.522496,27799.568452,13534.709865,19629.286057,15427.686965,28285.995635,400649.40813249996,6013386000,1655.42,0660620-06013386000,169,0,7,56,0,0,0.068,1
CA,Riverside,662000,6065041409,0662000-06065041409,786,9.7,28,6.1,8.2,4.6,68.2,11.6,11.1,33.88806662,-117.4675014,6065,California ,CA,Riverside ,6065,21023.119655,24306.141142,26672.455652,21472.032546,28406.430709,15348.720685,20029.415963,27376.491535,32800.023612,445971.26541199995,6065041409,681.76,0662000-06065041409,361,0,1,39.2,0,49,0.118,0
CA,Riverside,662000,6065041412,0662000-06065041412,582,8.7,53.4,15.2,8.9,13.9,81.5,10.9,10.2,33.88809303,-117.4986353,6065,California ,CA,Riverside ,6065,21023.119655,24306.141142,26672.455652,21472.032546,28406.430709,15348.720685,20029.415963,27376.491535,32800.023612,445971.26541199995,6065041412,681.76,0662000-06065041412,361,0,1,39.2,0,49,0.118,0
CA,Riverside,662000,6065042003,0662000-06065042003,741,11.5,24.5,4.2,8.1,3.3,65.5,13.8,12,33.87675383,-117.3438855,6065,California ,CA,Riverside ,6065,21023.119655,24306.141142,26672.455652,21472.032546,28406.430709,15348.720685,20029.415963,27376.491535,32800.023612,445971.26541199995,6065042003,725.25,0662000-06065042003,366,0,1,38.2,0,112,0.136,1
CA,Riverside,662000,6065042214,0662000-06065042214,734,10.1,29.1,6.9,8.6,5.5,67.9,12.8,12.1,33.99550524,-117.3180352,6065,California ,CA,Riverside ,6065,21023.119655,24306.141142,26672.455652,21472.032546,28406.430709,15348.720685,20029.415963,27376.491535,32800.023612,445971.26541199995,6065042214,683.11,0662000-06065042214,366,0,1,38.2,0,112,0.136,1
CA,Roseville,662938,6061020605,0662938-06061020605,902,5.6,26.4,6.7,8.7,4.2,66.4,10.7,10,38.73139647,-121.215597,6061,California ,CA,Placer ,6061,15080.866264,17150.557998,19948.413101,15379.232482,22358.92691,11326.887556,15341.337813,14461.61539,23194.532654,322652.433244,6061020605,988.69,0662938-06061020605,315,0,0,28.2,0,9,0.088,0
CA,Sacramento,664000,6067004402,0664000-06067004402,988,24.8,33.7,4.2,12.2,6.5,63.7,23.1,20.2,38.53316773,-121.4629553,6067,California ,CA,Sacramento ,6067,19815.857591,21817.248106,23085.052243,17716.945583,25968.812586,13081.641765,19008.750006,16372.107566,27239.497877,389998.82076160004,6067004402,788.42,0664000-06067004402,341,0,2,44.5,0,3,0.077,0
CA,Sacramento,664000,6067004502,0664000-06067004502,976,19.2,41.1,7.9,11.5,9.9,68.7,19.5,16.9,38.49856567,-121.4661865,6067,California ,CA,Sacramento ,6067,19815.857591,21817.248106,23085.052243,17716.945583,25968.812586,13081.641765,19008.750006,16372.107566,27239.497877,389998.82076160004,6067004502,600.2,0664000-06067004502,341,0,2,44.5,0,3,0.077,0
CA,Sacramento,664000,6067004601,0664000-06067004601,617,25.1,27.3,2.9,11.9,4.2,61.1,22.1,20.3,38.5141463,-121.4403361,6067,California ,CA,Sacramento ,6067,19815.857591,21817.248106,23085.052243,17716.945583,25968.812586,13081.641765,19008.750006,16372.107566,27239.497877,389998.82076160004,6067004601,788.42,0664000-06067004601,341,0,2,44.5,0,3,0.077,0
CA,Sacramento,664000,6067004701,0664000-06067004701,395,25.1,25.8,2.9,12.1,3.7,61.5,21.1,19.2,38.50502367,-121.4350723,6067,California ,CA,Sacramento ,6067,19815.857591,21817.248106,23085.052243,17716.945583,25968.812586,13081.641765,19008.750006,16372.107566,27239.497877,389998.82076160004,6067004701,598.43,0664000-06067004701,341,0,2,44.5,0,3,0.077,0
CA,Sacramento,664000,6067004802,0664000-06067004802,813,18,34.3,5.3,10.8,6,67.4,18.3,15.7,38.50178425,-121.4125106,6067,California ,CA,Sacramento ,6067,19815.857591,21817.248106,23085.052243,17716.945583,25968.812586,13081.641765,19008.750006,16372.107566,27239.497877,389998.82076160004,6067004802,598.43,0664000-06067004802,341,0,2,44.5,0,3,0.077,1
CA,Sacramento,664000,6067005901,0664000-06067005901,58,7.9,30.8,7.6,11.4,5.4,69.1,12.6,12.6,38.64289871,-121.3653687,6067,California ,CA,Sacramento ,6067,19815.857591,21817.248106,23085.052243,17716.945583,25968.812586,13081.641765,19008.750006,16372.107566,27239.497877,389998.82076160004,6067005901,833.62,0664000-06067005901,341,0,2,44.5,0,3,0.077,2
CA,Salinas,664224,6053000101,0664224-06053000101,65,18.2,29.6,6.7,9.1,6,64,15.2,13.4,36.72271801,-121.6336318,6053,California ,CA,Monterey ,6053,18298.839546,21022.434337,23209.685162,17511.570525,26989.764173,11639.496152,16459.958945,14435.485463,26880.29262,359131.784483,6053000101,932.01,0664224-06053000101,304,0,1,42.2,0,0,0.07,1
CA,San Bernardino,665000,6071003803,0665000-06071003803,371,22.5,26.4,4.2,8.9,4.5,66.7,14.3,14.2,34.1094175,-117.3551062,6071,California ,CA,San Bernardino ,6071,24912.613558,29123.253377,29125.34117,24087.949369,29264.501704,17130.316455,23074.475799,25396.801816,38864.742296,498107.3825280001,6071003803,630.76,0665000-06071003803,366,0,1,38.2,0,112,0.136,0
CA,San Bernardino,665000,6071004104,0665000-06071004104,652,32.2,29.9,3.7,10.4,6.1,63.7,22,20,34.15323791,-117.3283679,6071,California ,CA,San Bernardino ,6071,24912.613558,29123.253377,29125.34117,24087.949369,29264.501704,17130.316455,23074.475799,25396.801816,38864.742296,498107.3825280001,6071004104,520.19,0665000-06071004104,366,0,1,38.2,0,112,0.136,1
CA,San Bernardino,665000,6071006402,0665000-06071006402,769,24.9,31,3.5,13.3,5.1,67.8,25.4,22.9,34.11663109,-117.255458,6071,California ,CA,San Bernardino ,6071,24912.613558,29123.253377,29125.34117,24087.949369,29264.501704,17130.316455,23074.475799,25396.801816,38864.742296,498107.3825280001,6071006402,298.87,0665000-06071006402,366,0,1,38.2,0,112,0.136,0
CA,San Bernardino,665000,6071007409,0665000-06071007409,487,16,33.1,6.5,9.7,6.6,70.4,16.6,14.1,34.12642445,-117.2117289,6071,California ,CA,San Bernardino ,6071,24912.613558,29123.253377,29125.34117,24087.949369,29264.501704,17130.316455,23074.475799,25396.801816,38864.742296,498107.3825280001,6071007409,585.34,0665000-06071007409,366,0,1,38.2,0,112,0.136,0
CA,San Bernardino,665000,6071007601,0665000-06071007601,56,28.1,24.4,2.3,10.5,4,60.3,25.2,21.5,34.10916882,-117.2359927,6071,California ,CA,San Bernardino ,6071,24912.613558,29123.253377,29125.34117,24087.949369,29264.501704,17130.316455,23074.475799,25396.801816,38864.742296,498107.3825280001,6071007601,585.34,0665000-06071007601,366,0,1,38.2,0,112,0.136,1
CA,San Bernardino,665000,6071010802,0665000-06071010802,496,12.1,31.8,6.9,8.9,6.3,70.2,14.6,12.8,34.20062744,-117.3110374,6071,California ,CA,San Bernardino ,6071,24912.613558,29123.253377,29125.34117,24087.949369,29264.501704,17130.316455,23074.475799,25396.801816,38864.742296,498107.3825280001,6071010802,737.51,0665000-06071010802,366,0,1,38.2,0,112,0.136,0
CA,San Bernardino,665000,6071011002,0665000-06071011002,565,10.5,35.7,9.2,9.4,7.7,73.5,13.3,12.1,34.16724449,-117.2453671,6071,California ,CA,San Bernardino ,6071,24912.613558,29123.253377,29125.34117,24087.949369,29264.501704,17130.316455,23074.475799,25396.801816,38864.742296,498107.3825280001,6071011002,737.51,0665000-06071011002,366,0,1,38.2,0,112,0.136,0
CA,San Buenaventura (Ventura),665042,6111001302,0665042-06111001302,736,12.4,52.8,14.3,9.6,14.5,78.7,12.8,11.6,34.28898131,-119.1500329,6111,California ,CA,Ventura ,6111,20272.668283,24046.543949,26617.070353,20210.914086,28286.166724,14173.965723,18783.866494,24257.668157,29854.007959,436791.41302359995,6111001302,1309.74,0665042-06111001302,400,0,13,231.6,0,0,0.07,0
CA,San Diego,666000,6073005500,0666000-06073005500,198,12.5,13.7,2.1,8.1,2,58.6,13.2,13.2,32.72412154,-117.1468406,6073,California ,CA,San Diego ,6073,21717.601091,24501.603387,27962.088108,21387.881062,27371.921338,15668.638249,20516.77185,26342.99096,31365.2761,464565.2644580001,6073005500,181.7,0666000-06073005500,369,0,1,42.7,0,1,0.074,0
CA,San Diego,666000,6073006200,0666000-06073006200,144,9,38.2,8.4,8.6,8.2,70.3,16.9,12.5,32.73172841,-117.1904451,6073,California ,CA,San Diego ,6073,21717.601091,24501.603387,27962.088108,21387.881062,27371.921338,15668.638249,20516.77185,26342.99096,31365.2761,464565.2644580001,6073006200,181.7,0666000-06073006200,376,0,0,27.4,0,6,0.083,0
CA,San Diego,666000,6073009901,0666000-06073009901,626,19.3,18.8,1.2,8.8,2.2,52.9,26.2,22.3,32.68867249,-117.2457399,6073,California ,CA,San Diego ,6073,21717.601091,24501.603387,27962.088108,21387.881062,27371.921338,15668.638249,20516.77185,26342.99096,31365.2761,464565.2644580001,6073009901,1229.78,0666000-06073009901,369,0,1,42.7,0,1,0.074,0
CA,San Diego,666000,6073017006,0666000-06073017006,649,5.9,34.5,11,8,6.3,75.3,7.8,8,33.01596018,-117.0570188,6073,California ,CA,San Diego ,6073,21717.601091,24501.603387,27962.088108,21387.881062,27371.921338,15668.638249,20516.77185,26342.99096,31365.2761,464565.2644580001,6073017006,913.51,0666000-06073017006,376,0,0,27.4,0,6,0.083,0
CA,San Diego,666000,6073017306,0666000-06073017306,423,4,33.3,9.9,8.1,5.6,74.4,7.6,8,32.98295889,-117.244131,6073,California ,CA,San Diego ,6073,21717.601091,24501.603387,27962.088108,21387.881062,27371.921338,15668.638249,20516.77185,26342.99096,31365.2761,464565.2644580001,6073017306,1603.76,0666000-06073017306,376,0,0,27.4,0,6,0.083,0
CA,San Diego,666000,6073020710,0666000-06073020710,131,12.3,17.4,3.5,6.8,2.1,63.7,6.6,8.4,33.07645083,-117.0132023,6073,California ,CA,San Diego ,6073,21717.601091,24501.603387,27962.088108,21387.881062,27371.921338,15668.638249,20516.77185,26342.99096,31365.2761,464565.2644580001,6073020710,962.58,0666000-06073020710,376,0,0,27.4,0,6,0.083,0
CA,San Francisco,667000,6075980200,0667000-06075980200,320,7,43.1,11,6.7,10.6,76.6,9.7,7.4,37.7869666,-122.5015029,6075,California ,CA,San Francisco ,6075,18062.174234,22319.107755,20566.517814,15405.16289,25225.18039,11320.037301,18238.195659,13585.265645,29585.250995,348385.5746389,6075980200,1880.19,0667000-06075980200,382,0,7,49.9,0,0,0.054,0
CA,San Francisco,667000,6075980300,0667000-06075980300,171,4.3,15.7,3.8,7.1,1.9,61.7,7.1,7.7,37.76891728,-122.4839211,6075,California ,CA,San Francisco ,6075,18062.174234,22319.107755,20566.517814,15405.16289,25225.18039,11320.037301,18238.195659,13585.265645,29585.250995,348385.5746389,6075980300,1880.19,0667000-06075980300,382,0,7,49.9,0,0,0.054,0
CA,San Francisco,667000,6075980501,0667000-06075980501,797,20.8,42.1,6.7,8.6,10.6,72.8,17.7,14.2,37.7179375,-122.4186941,6075,California ,CA,San Francisco ,6075,18062.174234,22319.107755,20566.517814,15405.16289,25225.18039,11320.037301,18238.195659,13585.265645,29585.250995,348385.5746389,6075980501,2096.4,0667000-06075980501,382,0,7,49.9,0,0,0.054,0
CA,San Francisco,667000,6075980600,0667000-06075980600,467,13.8,36.3,4.9,10.4,5.7,71.8,18.2,14.3,37.72250664,-122.3677753,6075,California ,CA,San Francisco ,6075,18062.174234,22319.107755,20566.517814,15405.16289,25225.18039,11320.037301,18238.195659,13585.265645,29585.250995,348385.5746389,6075980600,1533.85,0667000-06075980600,382,0,7,49.9,0,0,0.054,1
CA,San Francisco,667000,6075980900,0667000-06075980900,350,8.8,20.9,3.9,7.9,2.8,62.2,13.1,10.8,37.74561131,-122.3894856,6075,California ,CA,San Francisco ,6075,18062.174234,22319.107755,20566.517814,15405.16289,25225.18039,11320.037301,18238.195659,13585.265645,29585.250995,348385.5746389,6075980900,1623.04,0667000-06075980900,382,0,7,49.9,0,0,0.054,0
CA,San Jose,668000,6085502001,0668000-06085502001,745,14.3,29.7,6.3,8.4,5.8,63.4,12.7,11.5,37.32344788,-121.9360522,6085,California ,CA,Santa Clara ,6085,20337.211021,22667.468515,25542.770534,19133.035586,27254.169376,12852.026746,18076.991087,16336.478507,30041.293424,390208.7191477,6085502001,1717.53,0668000-06085502001,417,0,6,49.7,0,4,0.098,1
CA,San Jose,668000,6085502603,0668000-06085502603,80,7,25.7,6,7.3,3.9,64,9.1,8.5,37.28094169,-121.9287566,6085,California ,CA,Santa Clara ,6085,20337.211021,22667.468515,25542.770534,19133.035586,27254.169376,12852.026746,18076.991087,16336.478507,30041.293424,390208.7191477,6085502603,2481.43,0668000-06085502603,417,0,6,49.7,0,4,0.098,0
CA,San Jose,668000,6085502604,0668000-06085502604,790,7.6,20.9,4.6,7.9,2.7,60.9,9.3,9.3,37.28069091,-121.9334305,6085,California ,CA,Santa Clara ,6085,20337.211021,22667.468515,25542.770534,19133.035586,27254.169376,12852.026746,18076.991087,16336.478507,30041.293424,390208.7191477,6085502604,2481.43,0668000-06085502604,417,0,6,49.7,0,4,0.098,0
CA,San Jose,668000,6085504101,0668000-06085504101,815,17.7,18,2.5,9,2.6,57.5,12.8,14.2,37.36966896,-121.8184057,6085,California ,CA,Santa Clara ,6085,20337.211021,22667.468515,25542.770534,19133.035586,27254.169376,12852.026746,18076.991087,16336.478507,30041.293424,390208.7191477,6085504101,1635.13,0668000-06085504101,417,0,6,49.7,0,4,0.098,0
CA,San Jose,668000,6085504201,0668000-06085504201,745,9.4,25.6,5.8,7.6,4,63.4,10.1,9.4,37.38727584,-121.821726,6085,California ,CA,Santa Clara ,6085,20337.211021,22667.468515,25542.770534,19133.035586,27254.169376,12852.026746,18076.991087,16336.478507,30041.293424,390208.7191477,6085504201,1954.8,0668000-06085504201,417,0,6,49.7,0,4,0.098,0
CA,San Jose,668000,6085504417,0668000-06085504417,79,11.5,28.1,4.9,8.4,5.1,63.1,13.1,12.2,37.42224934,-121.8465917,6085,California ,CA,Santa Clara ,6085,20337.211021,22667.468515,25542.770534,19133.035586,27254.169376,12852.026746,18076.991087,16336.478507,30041.293424,390208.7191477,6085504417,1954.8,0668000-06085504417,417,0,6,49.7,0,4,0.098,0
CA,San Jose,668000,6085505900,0668000-06085505900,429,7.1,27.8,7.6,7.6,5.1,65.3,9.1,8.9,37.32823393,-121.9538301,6085,California ,CA,Santa Clara ,6085,20337.211021,22667.468515,25542.770534,19133.035586,27254.169376,12852.026746,18076.991087,16336.478507,30041.293424,390208.7191477,6085505900,2494.23,0668000-06085505900,417,0,6,49.7,0,4,0.098,0
CA,San Jose,668000,6085506701,0668000-06085506701,725,6.5,24.4,6.2,8,3.7,63.7,9.4,9.1,37.27030249,-121.9856435,6085,California ,CA,Santa Clara ,6085,20337.211021,22667.468515,25542.770534,19133.035586,27254.169376,12852.026746,18076.991087,16336.478507,30041.293424,390208.7191477,6085506701,2481.43,0668000-06085506701,417,0,6,49.7,0,4,0.098,0
CA,San Jose,668000,6085507807,0668000-06085507807,210,5.7,17.3,3.5,5.7,1.9,62.6,6.2,6.4,37.31053816,-122.0333917,6085,California ,CA,Santa Clara ,6085,20337.211021,22667.468515,25542.770534,19133.035586,27254.169376,12852.026746,18076.991087,16336.478507,30041.293424,390208.7191477,6085507807,2258.43,0668000-06085507807,417,0,6,49.7,0,4,0.098,0
CA,San Jose,668000,6085512100,0668000-06085512100,230,15,25.7,5.2,7.8,4.5,60.8,11.5,10.7,37.18988809,-121.7392873,6085,California ,CA,Santa Clara ,6085,20337.211021,22667.468515,25542.770534,19133.035586,27254.169376,12852.026746,18076.991087,16336.478507,30041.293424,390208.7191477,6085512100,1913.7,0668000-06085512100,417,0,6,49.7,0,4,0.098,0
CA,San Leandro,668084,6001433800,0668084-06001433800,109,15.3,26.8,3.9,9.5,3.9,64.4,16.3,13.4,37.69893838,-122.1258149,6001,California ,CA,Alameda ,6001,20399.111952,25369.823296,26066.196146,19035.855704,27361.92102,13258.324151,19496.245159,17342.562696,31778.386181,404908.00631559995,6001433800,1504.46,0668084-06001433800,168,0,7,70.2,0,2,0.1,0
CA,San Marcos,668196,6073019208,0668196-06073019208,73,8.9,27.8,6.4,8.6,4.4,68.1,12,11.1,33.1855337,-117.1573658,6073,California ,CA,San Diego ,6073,21717.601091,24501.603387,27962.088108,21387.881062,27371.921338,15668.638249,20516.77185,26342.99096,31365.2761,464565.2644580001,6073019208,897.59,0668196-06073019208,376,0,0,27.4,0,6,0.083,0
CA,San Marcos,668196,6073020013,0668196-06073020013,332,5.3,28.8,7.4,7.9,4.5,70.1,9.8,8.9,33.1214801,-117.2275614,6073,California ,CA,San Diego ,6073,21717.601091,24501.603387,27962.088108,21387.881062,27371.921338,15668.638249,20516.77185,26342.99096,31365.2761,464565.2644580001,6073020013,633.38,0668196-06073020013,376,0,0,27.4,0,6,0.083,0
CA,San Marcos,668196,6073020309,0668196-06073020309,384,15,25.1,4.5,8.3,4,65,14.5,12.7,33.13305597,-117.1162272,6073,California ,CA,San Diego ,6073,21717.601091,24501.603387,27962.088108,21387.881062,27371.921338,15668.638249,20516.77185,26342.99096,31365.2761,464565.2644580001,6073020309,873.27,0668196-06073020309,376,0,0,27.4,0,6,0.083,0
CA,San Mateo,668252,6081606900,0668252-06081606900,95,5.4,25.3,6.9,7.9,3.9,65.3,9,8.7,37.51751464,-122.3375788,6081,California ,CA,San Mateo ,6081,17253.615701,20874.696704,22390.828868,17821.84942,24731.277545,11839.192678,16933.613341,19168.289747,27113.510063,358741.9473983,6081606900,1733.88,0668252-06081606900,397,0,6,60.8,0,2,0.086,0
CA,San Ramon,668378,6013345105,0668378-06013345105,55,6.5,22.3,5.4,8.3,3.7,65.2,10.2,9.5,37.78007568,-121.9717816,6013,California ,CA,Contra Costa ,6013,19477.736543,22711.079617,25739.062938,18236.522496,27799.568452,13534.709865,19629.286057,15427.686965,28285.995635,400649.40813249996,6013345105,1626.63,0668378-06013345105,168,0,7,70.2,0,2,0.1,0
CA,Santa Ana,669000,6059075504,0669000-06059075504,562,15.8,18.4,3,8.1,2.2,61.2,12.2,12.1,33.75457757,-117.832636,6059,California ,CA,Orange ,6059,22194.141099,25826.836306,28814.646225,22921.294992,29687.26363,15013.912722,20016.0035,31796.190657,34776.470824,462626.763632,6059075504,1263.98,0669000-06059075504,308,0,9,56.2,0,4,0.076,0
CA,Santa Ana,669000,6059075806,0669000-06059075806,457,15,32.1,7.1,8.8,6.5,68.5,13.2,12.4,33.77512036,-117.8412378,6059,California ,CA,Orange ,6059,22194.141099,25826.836306,28814.646225,22921.294992,29687.26363,15013.912722,20016.0035,31796.190657,34776.470824,462626.763632,6059075806,1249.58,0669000-06059075806,308,0,9,56.2,0,4,0.076,0
CA,Santa Ana,669000,6059075902,0669000-06059075902,751,12.9,22.2,4.3,8.5,3.6,62.4,13.1,12.8,33.77458899,-117.8502962,6059,California ,CA,Orange ,6059,22194.141099,25826.836306,28814.646225,22921.294992,29687.26363,15013.912722,20016.0035,31796.190657,34776.470824,462626.763632,6059075902,1231.25,0669000-06059075902,308,0,9,56.2,0,4,0.076,0
CA,Santa Ana,669000,6059076000,0669000-06059076000,332,12,36,11,7.2,8.9,72.8,9.8,9.2,33.77530794,-117.8677776,6059,California ,CA,Orange ,6059,22194.141099,25826.836306,28814.646225,22921.294992,29687.26363,15013.912722,20016.0035,31796.190657,34776.470824,462626.763632,6059076000,945.8,0669000-06059076000,308,0,9,56.2,0,4,0.076,0
CA,Santa Barbara,669070,6083000103,0669070-06083000103,433,5.1,30.2,9.4,8.5,5.8,70.3,9.3,9.2,34.45712583,-119.7360378,6083,California ,CA,Santa Barbara ,6083,17541.081094,18732.230801,21141.217013,16337.133001,22189.452387,12122.736132,15789.072412,17910.187622,26043.321653,373415.61169409996,6083000103,1657.46,0669070-06083000103,400,0,13,231.6,0,0,0.07,0
CA,Santa Barbara,669070,6083001402,0669070-06083001402,145,5.6,31.5,10.5,8,6.2,71.9,7.7,8.1,34.42130082,-119.6469344,6083,California ,CA,Santa Barbara ,6083,17541.081094,18732.230801,21141.217013,16337.133001,22189.452387,12122.736132,15789.072412,17910.187622,26043.321653,373415.61169409996,6083001402,479.73,0669070-06083001402,400,0,13,231.6,0,0,0.07,0
CA,Santa Barbara,669070,6083003007,0669070-06083003007,333,5.1,49.5,21.5,6.4,13.1,87.2,2.2,4.2,34.42453042,-119.7526153,6083,California ,CA,Santa Barbara ,6083,17541.081094,18732.230801,21141.217013,16337.133001,22189.452387,12122.736132,15789.072412,17910.187622,26043.321653,373415.61169409996,6083003007,1657.46,0669070-06083003007,400,0,13,231.6,0,0,0.07,0
CA,Santa Clarita,669088,6037920032,0669088-06037920032,367,7.3,24.3,6.5,8.7,4.5,67.8,11.4,10.6,34.45403486,-118.4933588,6037,California ,CA,Los Angeles ,6037,26317.957912,32048.491597,34485.545919,26565.501262,33578.031306,18203.50941,23752.01311,36123.131731,42347.153302,551336.090754,6037920032,960.03,0669088-06037920032,281,0,0,26.6,0,43,0.087,0
CA,Santa Clarita,669088,6037920043,0669088-06037920043,532,6.4,25.5,7.3,8.8,4.8,69.1,10.3,10.2,34.39063057,-118.4380463,6037,California ,CA,Los Angeles ,6037,26317.957912,32048.491597,34485.545919,26565.501262,33578.031306,18203.50941,23752.01311,36123.131731,42347.153302,551336.090754,6037920043,761.47,0669088-06037920043,274,0,0,19.2,0,36,0.1,0
CA,Santa Maria,669196,6083002013,0669196-06083002013,147,16.3,8.3,1,5.6,0.7,51.3,8.8,9.1,34.88154937,-120.4499589,6083,California ,CA,Santa Barbara ,6083,17541.081094,18732.230801,21141.217013,16337.133001,22189.452387,12122.736132,15789.072412,17910.187622,26043.321653,373415.61169409996,6083002013,832.9,0669196-06083002013,401,0,0,19.9,0,0,0.063,0
CA,Stockton,675000,6077002402,0675000-06077002402,991,28.4,31.1,4.4,10.2,6.6,65.6,19.5,17.7,37.91673958,-121.283675,6077,California ,CA,San Joaquin ,6077,17933.244856,22707.055228,23641.287473,18664.867325,25452.676587,12488.13899,17171.694633,17261.293232,28286.403779,384020.798674,6077002402,450.9,0675000-06077002402,383,0,21,51.5,0,2,0.079,1
CA,Stockton,675000,6077003700,0675000-06077003700,127,27.8,27.1,4.3,8.9,5.9,62,19.1,16.4,37.91924818,-121.2114493,6077,California ,CA,San Joaquin ,6077,17933.244856,22707.055228,23641.287473,18664.867325,25452.676587,12488.13899,17171.694633,17261.293232,28286.403779,384020.798674,6077003700,621.24,0675000-06077003700,383,0,21,51.5,0,2,0.079,0
CA,Stockton,675000,6077003803,0675000-06077003803,761,19,28,3.8,9.8,4.6,67.3,18.8,15.3,37.89438693,-121.2539929,6077,California ,CA,San Joaquin ,6077,17933.244856,22707.055228,23641.287473,18664.867325,25452.676587,12488.13899,17171.694633,17261.293232,28286.403779,384020.798674,6077003803,684.64,0675000-06077003803,383,0,21,51.5,0,2,0.079,0
CA,Sunnyvale,677000,6085508101,0677000-06085508101,447,5.1,26.5,7,6.4,4.2,67.2,6.5,6.6,37.33549548,-122.018331,6085,California ,CA,Santa Clara ,6085,20337.211021,22667.468515,25542.770534,19133.035586,27254.169376,12852.026746,18076.991087,16336.478507,30041.293424,390208.7191477,6085508101,2039.95,0677000-06085508101,417,0,6,49.7,0,4,0.098,4
CA,Temecula,678120,6065043247,0678120-06065043247,365,9.1,25.6,5.3,8.8,3.8,65.8,14.2,12.5,33.54542774,-117.0955945,6065,California ,CA,Riverside ,6065,21023.119655,24306.141142,26672.455652,21472.032546,28406.430709,15348.720685,20029.415963,27376.491535,32800.023612,445971.26541199995,6065043247,475.17,0678120-06065043247,366,0,1,38.2,0,112,0.136,0
CA,Temecula,678120,6065050500,0678120-06065050500,668,12.9,22.3,3.8,8.6,3.1,62.9,14.7,13.6,33.54437639,-117.1534058,6065,California ,CA,Riverside ,6065,21023.119655,24306.141142,26672.455652,21472.032546,28406.430709,15348.720685,20029.415963,27376.491535,32800.023612,445971.26541199995,6065050500,337.8,0678120-06065050500,366,0,1,38.2,0,112,0.136,0
CA,Turlock,680812,6099003603,0680812-06099003603,125,12.6,34.7,7.6,10.2,8.2,67.7,18.2,15.7,37.50218014,-120.8881015,6099,California ,CA,Stanislaus ,6099,20396.577626,23532.504542,23621.777463,17795.909913,27268.215123,13487.126547,18098.96674,16426.955498,33128.637803,395375.61882310006,6099003603,879.11,0680812-06099003603,441,0,29,72.3,0,31,0.099,1
CA,Tustin,680854,6059075403,0680854-06059075403,280,15.6,27.3,5.6,9.1,4.4,66.2,14,12.9,33.74289023,-117.8350836,6059,California ,CA,Orange ,6059,22194.141099,25826.836306,28814.646225,22921.294992,29687.26363,15013.912722,20016.0035,31796.190657,34776.470824,462626.763632,6059075403,891.54,0680854-06059075403,308,0,9,56.2,0,4,0.076,0
CA,Tustin,680854,6059075603,0680854-06059075603,122,10,20.4,4,7.6,2.7,64.2,10.1,10.3,33.74853136,-117.8081787,6059,California ,CA,Orange ,6059,22194.141099,25826.836306,28814.646225,22921.294992,29687.26363,15013.912722,20016.0035,31796.190657,34776.470824,462626.763632,6059075603,1263.98,0680854-06059075603,308,0,9,56.2,0,4,0.076,0
CA,Vallejo,681666,6095252104,0681666-06095252104,626,7.1,28.3,5.4,7.8,3.9,69,9.6,8.8,38.09757361,-122.1895861,6095,California ,CA,Solano ,6095,19080.711548,23443.240953,24193.115575,18185.557133,28023.839785,13868.847757,19770.052225,14585.312586,30053.044199,385473.9306013,6095252104,778.6,0681666-06095252104,431,0,9,98.8,0,2,0.088,0
CA,Victorville,682590,6071009117,0682590-06071009117,92,17.9,34,6,10.7,7.7,66.5,24,18.9,34.6106015,-117.3622369,6071,California ,CA,San Bernardino ,6071,24912.613558,29123.253377,29125.34117,24087.949369,29264.501704,17130.316455,23074.475799,25396.801816,38864.742296,498107.3825280001,6071009117,251.69,0682590-06071009117,356,0,0,29.3,0,17,0.081,1
CA,Victorville,682590,6071009119,0682590-06071009119,241,15.5,22.3,4,8.7,3.2,65.8,13.5,12.9,34.45488274,-117.4046798,6071,California ,CA,San Bernardino ,6071,24912.613558,29123.253377,29125.34117,24087.949369,29264.501704,17130.316455,23074.475799,25396.801816,38864.742296,498107.3825280001,6071009119,251.69,0682590-06071009119,356,0,0,29.3,0,17,0.081,0
